action_id,action_type,actor,archive_url,category,country,date,docket,entity,entity_slug,fetched_at,jurisdiction,lead_source,licence,notes,notice,outcome,regulator_ai_flag,regulator_descriptor,right_of_reply,secondary_url,source_url,state,summary,url,verification
reg-ca-on-2025-06-25-deeded,A2I update report approval listing,Law Society of Ontario,https://web.archive.org/web/20260907213518/https://lawsocietyontario-dwd0dscmayfwh7bj.a01.azurefd.net/media/lso/media/about/convocation/2025/convocation-june-2025-futures-committee-report.pdf,sandbox-authorisation,CA,2025-06-25,,Deeded,deeded,2026-09-07T13:20:17.932-07:00,canada,"[""AGENT-BRIEF.md"", ""LSO June 2025 A2I update report""]",quoted-short,The report says the providers were approved since the 2024 report; it does not state each precise approval day.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Listed in the June 2025 A2I update as approved since the 2024 report.,True,"""platform that simplifies closing real estate transactions""",open,,https://lawsocietyontario-dwd0dscmayfwh7bj.a01.azurefd.net/media/lso/media/about/convocation/2025/convocation-june-2025-futures-committee-report.pdf,Ontario,"The Law Society of Ontario’s June 25, 2025 A2I update report lists Deeded among participants approved since the 2024 report. The report describes a platform for closing real-estate transactions, allowing users to upload and track required documents, work with a Deeded lawyer, follow transaction progress and digitally sign documents.",https://safelegalai.com/regulation/enforcement/reg-ca-on-2025-06-25-deeded,fetched-and-read
reg-uk-2025-05-06-garfield-law,AI-driven law firm authorisation notice,Solicitors Regulation Authority,http://web.archive.org/web/20260724034340/https://www.sra.org.uk/news/news/releases/2025/garfield-ai-authorised/,sandbox-authorisation,GB,2025-05-06,,Garfield.Law Ltd,garfield-law,2026-09-07T13:20:17.932-07:00,uk,"[""AGENT-BRIEF.md"", ""SRA news release""]",quoted-short,SRA organisation register states licensed-body status since 14/03/2025; the public SRA authorisation notice is dated 06 May 2025.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",SRA announces authorisation of Garfield.Law Ltd as an AI-based regulated firm; named regulated solicitors remain accountable for outputs and safeguards.,True,"""first purely AI-based firm""",open,https://www.sra.org.uk/consumers/register/organisation/?sraNumber=8010904,https://www.sra.org.uk/news/news/releases/2025/garfield-ai-authorised/,England and Wales,"The Solicitors Regulation Authority announces on May 6, 2025 that it has authorised Garfield.Law Ltd as its first AI-driven law firm. The notice says the firm provides regulated legal services through an AI-powered litigation assistant for unpaid-debt claims, with solicitors accountable for outputs, client approvals and supervision.",https://safelegalai.com/regulation/enforcement/reg-uk-2025-05-06-garfield-law,fetched-and-read
dep-us-nv-2025-03-03-nevada-self-help-chatbot,court-supported self-help chatbot deployment,Supreme Court of Nevada Administrative Office of the Courts,https://web.archive.org/web/2026/https://nvcourts.gov/aoc/aoc_news/nevada_judiciary_expands_free_legal_resources_with_self-help_website,court-a2j-deployment,US,2025-03-03,,Nevada Self-Help Center AI chatbot,nevada-self-help-chatbot,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""Nevada Judiciary archived news page""]",quoted-short,Direct nvcourts.gov news fetch returned a Cloudflare challenge; selfhelp.nvcourts.gov disclaimer was fetched directly and says the chatbot is powered by artificial intelligence.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Nevada Judiciary announces statewide self-help website features including an AI-powered multilingual chatbot for tailored legal information and resources.,True,"""AI-powered chatbot offering multilingual support""",open,https://selfhelp.nvcourts.gov/redirectionchatbot.html,https://nvcourts.gov/aoc/aoc_news/nevada_judiciary_expands_free_legal_resources_with_self-help_website,Nevada,"The Nevada Judiciary announces on March 3, 2025 that its statewide self-help website includes free resources for people navigating the legal system. The archived page says the Self-Help Center features an AI-powered chatbot with multilingual support that provides tailored legal information and resources based on an individual’s needs.",https://safelegalai.com/regulation/enforcement/dep-us-nv-2025-03-03-nevada-self-help-chatbot,fetched-and-read
dep-us-il-2025-01-28-illinois-court-help-lex,court-help chatbot deployment,State of Illinois Office of the Illinois Courts,https://web.archive.org/web/20260907213623/https://www.illinoiscourts.gov/News/1491/Meet-Lex-Illinois-Court-Helps-chatbot/news-detail/,court-a2j-deployment,US,2025-01-28,,Illinois Court Help Lex chatbot,illinois-court-help-lex,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""Official Illinois Courts search result""]",quoted-short,,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer","Illinois Courts announces that Lex, Illinois Court Help’s chatbot, is live and guides court users step-by-step to court-information resources.",True,"""Illinois Court Help’s chatbot""",open,,https://www.illinoiscourts.gov/News/1491/Meet-Lex-Illinois-Court-Helps-chatbot/news-detail/,Illinois,"The State of Illinois Office of the Illinois Courts announces on January 28, 2025 that Lex, Illinois Court Help’s chatbot, is live. The announcement says Lex guides court users step-by-step to court-information resources, is available around the clock and will be expanded with additional usability features.",https://safelegalai.com/regulation/enforcement/dep-us-il-2025-01-28-illinois-court-help-lex,fetched-and-read
reg-us-ut-2025-01-27-darrow-ai-edward-mansfield,authorization termination and Rule 5.4 waiver,Utah Supreme Court,,sandbox-authorisation,US,2025-01-27,,"Darrow AI / Edward & Mansfield, LLC",darrow-ai,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""Utah authorized-entities register""]",state-order-pd,Order was an image PDF; local OCR was used to read the official text.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Sandbox authorization terminated as low-innovation ABS; Utah-licensed lawyers may continue practicing with Edward & Mansfield under a partial Rule 5.4 waiver.,True,"""Darrow AI, Inc./Edward & Mansfield, LLC’s authorization is terminated""",open,,https://utahinnovationoffice.org/wp-content/uploads/2025/02/5.4-Darrow-AI.pdf,Utah,"The Utah Supreme Court terminates Darrow AI and Edward & Mansfield’s sandbox authorization on January 27, 2025 while granting a partial Rule 5.4 waiver. The order allows Utah-licensed lawyers to keep practicing with Edward & Mansfield under ownership and disclosure conditions until the sandbox ends or the court revokes the waiver.",https://safelegalai.com/regulation/enforcement/reg-us-ut-2025-01-27-darrow-ai-edward-mansfield,fetched-and-read
enf-us-2025-01-14-donotpay-ftc-final-order,final decision and order,Federal Trade Commission,https://web.archive.org/web/20260903235051/https://www.ftc.gov/system/files/ftc_gov/pdf/2323042_donotpay_decision_and_order_0.pdf,regulator-enforcement,US,2025-01-14,FTC Docket No. C-4812,"DoNotPay, Inc.",donotpay,2026-09-07T13:20:17.932-07:00,us-federal,"[""AGENT-BRIEF.md"", ""Wayback FTC DoNotPay matter page""]",us-federal-pd,FTC direct matter page was read through a Wayback capture after bot blocking; PDF text was fetched from the archived FTC file.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer","Final order issued; $193,000 monetary relief, customer notice, substantiation and advertising restrictions; DoNotPay neither admits nor denies allegations except jurisdictional facts.",True,"""operates like a human lawyer""",open,https://www.ftc.gov/legal-library/browse/cases-proceedings/donotpay,https://www.ftc.gov/system/files/ftc_gov/pdf/2323042_donotpay_decision_and_order_0.pdf,,"The Federal Trade Commission issues its final Decision and Order against DoNotPay on January 14, 2025. The order bars unsupported claims that covered services operate like a human lawyer, requires $193,000 for consumer redress and customer notice, and states DoNotPay neither admits nor denies the complaint’s allegations except jurisdictional facts.",https://safelegalai.com/regulation/enforcement/enf-us-2025-01-14-donotpay-ftc-final-order,fetched-and-read
enf-us-2024-09-30-donotpay-ftc-proposed-order,proposed consent order notice,Federal Trade Commission,https://web.archive.org/web/20260907213409/https://www.federalregister.gov/documents/full_text/text/2024/09/30/2024-22400.txt,regulator-enforcement,US,2024-09-30,File No. 232 3042,"DoNotPay, Inc.",donotpay,2026-09-07T13:20:17.932-07:00,us-federal,"[""AGENT-BRIEF.md"", ""Federal Register API DoNotPay search""]",us-federal-pd,89 FR 79594; Operation AI Comply companion actions were checked and no other legal-services companion action was included.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer","Proposed order placed on public record for comment; proposed $193,000 payment, customer notices and substantiation requirements.",True,"""the world’s first robot lawyer""",open,,https://www.federalregister.gov/documents/full_text/text/2024/09/30/2024-22400.txt,,"The Federal Trade Commission publishes a proposed consent order for DoNotPay on September 30, 2024. The notice says the complaint alleges deceptive claims about an “AI lawyer” and law-related features. The proposed order would require $193,000, customer notices and substantiation before claims that a service can substitute for professional services.",https://safelegalai.com/regulation/enforcement/enf-us-2024-09-30-donotpay-ftc-proposed-order,fetched-and-read
upl-us-2024-07-30-faridian-donotpay-dismissal,stipulated dismissal order,U.S. District Court for the Northern District of California,,upl-litigation,US,2024-07-30,3:23-cv-01692-RFL,"DoNotPay, Inc.",donotpay,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""CourtListener anonymous RECAP search""]",court-opinion-pd,RECAP storage copy; CourtListener discovery URL /docket/67158596/83/faridian-v-donotpay-inc/.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Plaintiff’s claims dismissed with prejudice; order states dismissal does not affect claims of other putative class members.,True,"""operates an AI-powered chatbot""",open,https://storage.courtlistener.com/recap/gov.uscourts.cand.410868/gov.uscourts.cand.410868.1.1.pdf,https://storage.courtlistener.com/recap/gov.uscourts.cand.410868/gov.uscourts.cand.410868.83.0.pdf,California,"The Northern District of California enters an order on July 30, 2024 dismissing Jonathan Faridian’s claims against DoNotPay with prejudice, without affecting putative class members. The removed complaint alleged unlawful practice of law and California consumer claims based on DoNotPay’s legal-service subscriptions and AI-powered chatbot.",https://safelegalai.com/regulation/enforcement/upl-us-2024-07-30-faridian-donotpay-dismissal,fetched-and-read
upl-us-2024-06-05-faridian-donotpay-settlement-status,joint settlement status report,U.S. District Court for the Northern District of California,http://web.archive.org/web/20251227131943/https://storage.courtlistener.com/recap/gov.uscourts.cand.410868/gov.uscourts.cand.410868.73.0.pdf,upl-litigation,US,2024-06-05,3:23-cv-01692-RFL,"DoNotPay, Inc.",donotpay,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""CourtListener anonymous RECAP search""]",court-opinion-pd,RECAP storage copy; CourtListener discovery URL /docket/67158596/73/faridian-v-donotpay-inc/. Complaint descriptor is from the removal exhibit.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Parties report a settlement in principle and request time to finalize settlement papers.,True,"""operates an AI-powered chatbot""",open,https://storage.courtlistener.com/recap/gov.uscourts.cand.410868/gov.uscourts.cand.410868.1.1.pdf,https://storage.courtlistener.com/recap/gov.uscourts.cand.410868/gov.uscourts.cand.410868.73.0.pdf,California,"In Faridian v. DoNotPay, the parties file a joint status report in the Northern District of California on June 5, 2024. They tell the court they have reached a settlement in principle. The removed complaint alleged DoNotPay sold legal services to Californians without a law license through an AI-powered robot-lawyer service.",https://safelegalai.com/regulation/enforcement/upl-us-2024-06-05-faridian-donotpay-settlement-status,fetched-and-read
upl-us-2023-11-17-millerking-donotpay-standing,standing dismissal order,U.S. District Court for the Southern District of Illinois,,upl-litigation,US,2023-11-17,3:23-cv-00863-NJR,"DoNotPay, Inc.",donotpay,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""CourtListener anonymous RECAP search""]",court-opinion-pd,RECAP storage copy; no Seventh Circuit opinion located in the CourtListener opinion search for MillerKing and DoNotPay.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Motion to dismiss granted for lack of Article III standing; November 28 amendment clarifies any dismissal is without prejudice.,True,"""robot lawyer""",open,https://storage.courtlistener.com/recap/gov.uscourts.ilsd.95287/gov.uscourts.ilsd.95287.36.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.ilsd.95287/gov.uscourts.ilsd.95287.34.0.pdf,Illinois,"The Southern District of Illinois grants DoNotPay’s motion to dismiss MillerKing’s complaint on November 17, 2023. The court describes DoNotPay as an online subscription service touting a robot lawyer, but finds the law firm plaintiff did not plead a concrete injury for Article III standing. A later amendment clarifies dismissal without prejudice.",https://safelegalai.com/regulation/enforcement/upl-us-2023-11-17-millerking-donotpay-standing,fetched-and-read
reg-us-ut-2023-04-10-divorcio-amigable,provisional sandbox authorization,Utah Supreme Court,,sandbox-authorisation,US,2023-04-10,,Divorcio Amigable,divorcio-amigable,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""Utah authorized-entities register""]",state-order-pd,,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Provisionally authorized in the Utah sandbox for limited divorce pleading assistance; current register marks the authorization expired.,True,"""uses software to assist consumers with divorce pleadings""",open,,https://utahinnovationoffice.org/wp-content/uploads/2025/03/Divorcio-Amigable-Provisional-Auth.-Order-1.pdf,Utah,"The Utah Supreme Court grants Divorcio Amigable provisional authorization on April 10, 2023. The order describes a human alternative legal provider using software and a guided intake platform to assist consumers with divorce pleadings. The current Utah register marks the provisional authorization as expired.",https://safelegalai.com/regulation/enforcement/reg-us-ut-2023-04-10-divorcio-amigable,fetched-and-read
reg-ca-bc-2022-11-16-divii,innovation sandbox no-action letter,Law Society of British Columbia,,sandbox-authorisation,CA,2022-11-16,,Divii,divii,2026-09-07T13:20:17.932-07:00,canada,"[""AGENT-BRIEF.md"", ""LSBC approved participants page""]",quoted-short,,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",No-action letter allows Divii to provide automated separation-agreement services subject to conditions.,True,"""online platform at www.divii.ca, which automates""",open,,https://www.lawsociety.bc.ca/getContentAsset/0c830c92-eaa5-4715-a67d-f8062d9261bf/dfc3d011-8f63-43f6-9ed8-4b444333a1d0/Divii_2022-11-17.pdf?language=en-CA,British Columbia,"The Law Society of British Columbia issues Divii a no-action letter dated November 16, 2022. The letter allows Divii, operated by Rebecca Alleyne, to provide family-law services through an online platform that automates separation-agreement creation, subject to monthly reporting, disclosures and LSBC’s continuing ability to rescind the letter.",https://safelegalai.com/regulation/enforcement/reg-ca-bc-2022-11-16-divii,fetched-and-read
reg-us-ut-2022-09-21-rasa,amended sandbox authorization,Utah Supreme Court,,sandbox-authorisation,US,2022-09-21,,Rasa Public Benefit Corporation,rasa,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""Utah authorized-entities register""]",state-order-pd,,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Authorized to practice law in specified criminal-record services using a software-provider model with lawyer involvement and stated consumer safeguards.,True,"""software platform""",open,,https://utahinnovationoffice.org/wp-content/uploads/2024/03/Rasa-Amended-Order-and-App_.pdf,Utah,"The Utah Supreme Court issues an amended authorization for Rasa Public Benefit Corporation on September 21, 2022. The order authorizes Rasa to use a software platform, with lawyer involvement, to help Utah consumers determine Clean Slate eligibility, obtain legal advice about expungement-related relief and pursue specified criminal-record remedies.",https://safelegalai.com/regulation/enforcement/reg-us-ut-2022-09-21-rasa,fetched-and-read
pol-us-ut-2022-09-21-utah-standing-order-15,amended standing order,Utah Supreme Court,http://web.archive.org/web/20241118181300/https://utahinnovationoffice.org/wp-content/uploads/2024/01/1.-Standing-Order-No.15-Amended-9.21.22.pdf,policy-statement,US,2022-09-21,,Utah legal regulatory sandbox,utah-standing-order-15,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""Utah Sandbox Resources page""]",state-order-pd,,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer","Standing Order No. 15 establishes the pilot sandbox, Innovation Office and Legal Services Innovation Committee through August 14, 2027 unless otherwise provided.",True,"""entities using nontraditional legal providers and technology""",open,,https://utahinnovationoffice.org/wp-content/uploads/2024/01/1.-Standing-Order-No.15-Amended-9.21.22.pdf,Utah,"The Utah Supreme Court’s amended Standing Order No. 15 establishes the legal regulatory sandbox, the Office of Legal Services Innovation and the Legal Services Innovation Committee. Effective as amended September 21, 2022, it authorizes oversight of nontraditional legal-service entities, including providers using nontraditional business structures, legal providers and technology, until the seven-year pilot expires.",https://safelegalai.com/regulation/enforcement/pol-us-ut-2022-09-21-utah-standing-order-15,fetched-and-read
reg-us-ut-2022-08-16-superlegal-lawgeex,amended sandbox authorization,Utah Supreme Court,,sandbox-authorisation,US,2022-08-16,,Superlegal (LawGeex / Legalogic),superlegal-lawgeex,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""Utah authorized-entities register""]",state-order-pd,The current register lists the entity as Superlegal (LawGeex / Legalogic).,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Authorized to practice law in the Utah sandbox for contract services delivered by a software platform and lawyer employees.,True,"""AI-enabled contract drafting""",open,,https://utahinnovationoffice.org/wp-content/uploads/2024/11/LawGeex-Order-and-App.pdf,Utah,"The Utah Supreme Court issues an amended authorization for LegaLogic, doing business as LawGeex, on August 16, 2022. The order authorizes practice in the sandbox for AI-enabled contract drafting, negotiation and management services delivered through a technology platform and lawyer employees under specified service-model and risk controls.",https://safelegalai.com/regulation/enforcement/reg-us-ut-2022-08-16-superlegal-lawgeex,fetched-and-read
reg-us-ut-2022-08-16-1law,amended sandbox authorization,Utah Supreme Court,http://web.archive.org/web/20250805092826/https://utahinnovationoffice.org/wp-content/uploads/2024/10/1LawAppandPacket.pdf,sandbox-authorisation,US,2022-08-16,,1Law P.C. / 1Law Legal Services,1law,2026-09-07T13:20:17.932-07:00,us-state,"[""AGENT-BRIEF.md"", ""Utah authorized-entities register""]",state-order-pd,Descriptor is from the Utah register page; the PDF order also lists a software-provider model with lawyer involvement.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer","Authorized to practice law in the Utah sandbox under specified areas, service models, reporting duties and consumer-protection conditions.",True,"""services via chatbot""",open,,https://utahinnovationoffice.org/wp-content/uploads/2024/10/1LawAppandPacket.pdf,Utah,"The Utah Supreme Court issues an amended authorization for 1Law on August 16, 2022. The order authorizes 1Law P.C. and 1Law Legal Services to practice in the sandbox, including a software-provider model with lawyer involvement, across listed consumer legal areas and under reporting, disclosure and ownership conditions.",https://safelegalai.com/regulation/enforcement/reg-us-ut-2022-08-16-1law,fetched-and-read
reg-ca-bc-2022-02-08-legalwills-tim-hewson,innovation sandbox no-action letter,Law Society of British Columbia,,sandbox-authorisation,CA,2022-02-08,,Tim Hewson / Legal Wills.ca,legalwills,2026-09-07T13:20:17.932-07:00,canada,"[""AGENT-BRIEF.md"", ""LSBC approved participants page""]",quoted-short,,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",No-action letter allows the Legal Wills.ca online estate-planning platform subject to conditions.,True,"""online platform called Legal Wills.ca""",open,,https://www.lawsociety.bc.ca/getContentAsset/2caae574-f233-4bf4-91de-b57fc8c3ee51/dfc3d011-8f63-43f6-9ed8-4b444333a1d0/Hewson-Tim-2022-05?language=en-CA,British Columbia,"The Law Society of British Columbia issues Tim Hewson a no-action letter dated February 8, 2022. The letter allows operation of Legal Wills.ca, an online platform where users create, store and share estate-planning documents, subject to sandbox reporting, disclosure and rescission conditions.",https://safelegalai.com/regulation/enforcement/reg-ca-bc-2022-02-08-legalwills-tim-hewson,fetched-and-read
upl-de-2021-09-09-smartlaw-bgh,civil judgment on legal-document generator,Bundesgerichtshof,,upl-litigation,DE,2021-09-09,I ZR 113/20,smartlaw,smartlaw,2026-09-07T13:20:17.932-07:00,eu,"[""AGENT-BRIEF.md"", ""Bundesgerichtshof press release 171/2021""]",official-act,Included as directed; the official text describes a rule-based software generator rather than a generative-AI system.,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",Revision dismissed; the software-driven contract-document generator is held not to provide an impermissible legal service under the RDG.,True,"""mithilfe einer Software""",open,https://www.bundesgerichtshof.de/SharedDocs/Pressemitteilungen/DE/2021/2021171.html?nn=10690868,https://www.bundesgerichtshof.de/SharedDocs/Entscheidungen/DE/Zivilsenate/I_ZS/2020/I_ZR_113-20.pdf?__blob=publicationFile&v=1,,"The Bundesgerichtshof decides the smartlaw contract-document generator case on September 9, 2021. The court dismisses the bar chamber’s appeal and holds that a software-driven generator using a question-and-answer system and stored text modules does not provide an impermissible legal service under Germany’s Rechtsdienstleistungsgesetz.",https://safelegalai.com/regulation/enforcement/upl-de-2021-09-09-smartlaw-bgh,fetched-and-read
reg-ca-bc-2021-05-26-willful-erin-bury,innovation sandbox no-action letter,Law Society of British Columbia,http://web.archive.org/web/20260511091615/https://www.lawsociety.bc.ca/getContentAsset/5733c277-bcec-4c4d-8051-943d39d4ad0b/dfc3d011-8f63-43f6-9ed8-4b444333a1d0/Bury-Erin-2021-05?language=en-CA,sandbox-authorisation,CA,2021-05-26,,Erin Bury / Willful,erin-bury,2026-09-07T13:20:17.932-07:00,canada,"[""AGENT-BRIEF.md"", ""LSBC approved participants page""]",quoted-short,,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",No-action letter allows the listed online digital platform subject to sandbox conditions.,True,"""online digital platform, willful.co""",open,,https://www.lawsociety.bc.ca/getContentAsset/5733c277-bcec-4c4d-8051-943d39d4ad0b/dfc3d011-8f63-43f6-9ed8-4b444333a1d0/Bury-Erin-2021-05?language=en-CA,British Columbia,"The Law Society of British Columbia issues Erin Bury a no-action letter dated May 26, 2021. The letter allows operation of Willful, an online digital platform helping British Columbia residents create wills and powers of attorney, subject to disclosures, reporting and conditions under the innovation sandbox.",https://safelegalai.com/regulation/enforcement/reg-ca-bc-2021-05-26-willful-erin-bury,fetched-and-read
reg-ca-bc-2021-05-26-simplearb-scott-nicol,innovation sandbox no-action letter,Law Society of British Columbia,http://web.archive.org/web/20260511084431/https://www.lawsociety.bc.ca/getContentAsset/8372f3e4-7dbe-4612-95e8-0e67cdecbb9f/dfc3d011-8f63-43f6-9ed8-4b444333a1d0/Nicol-Scott-2021-05?language=en-CA,sandbox-authorisation,CA,2021-05-26,,Scott Nicol / SimpleArb,simplearb,2026-09-07T13:20:17.932-07:00,canada,"[""AGENT-BRIEF.md"", ""LSBC approved participants page""]",quoted-short,,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",No-action letter allows the SimpleArb online settlement platform subject to sandbox conditions.,True,"""online platform that allows parties to enter into settlement negotiation""",open,,https://www.lawsociety.bc.ca/getContentAsset/8372f3e4-7dbe-4612-95e8-0e67cdecbb9f/dfc3d011-8f63-43f6-9ed8-4b444333a1d0/Nicol-Scott-2021-05?language=en-CA,British Columbia,"The Law Society of British Columbia issues Scott Nicol a no-action letter dated May 26, 2021. The letter allows SimpleArb, an online platform for confidential settlement offers that declares a match when offers overlap, subject to client disclosures, reporting duties and the sandbox’s no-action conditions.",https://safelegalai.com/regulation/enforcement/reg-ca-bc-2021-05-26-simplearb-scott-nicol,fetched-and-read
reg-ca-bc-2021-05-26-hayley-woodin,innovation sandbox no-action letter,Law Society of British Columbia,http://web.archive.org/web/20260511093826/https://www.lawsociety.bc.ca/getContentAsset/61432730-95c1-4fb4-9982-e6a63c8b23cd/dfc3d011-8f63-43f6-9ed8-4b444333a1d0/Woodin-Hayley-2021-05?language=en-CA,sandbox-authorisation,CA,2021-05-26,,Hayley Woodin,hayley-woodin,2026-09-07T13:20:17.932-07:00,canada,"[""AGENT-BRIEF.md"", ""LSBC approved participants page""]",quoted-short,,"Provided as is, without warranty. Not legal advice. SafeLegalAI (Cognesio LLP) records what courts, regulators, legislatures and vendors' own public pages state; the linked official documents are the record. Names and marks belong to their owners. Anyone named may reply: https://safelegalai.com/report. Full terms: https://safelegalai.com/disclaimer",No-action letter allows an online agreement platform with guided expert and document-assembly systems.,True,"""guided expert system and a document assembly system""",open,,https://www.lawsociety.bc.ca/getContentAsset/61432730-95c1-4fb4-9982-e6a63c8b23cd/dfc3d011-8f63-43f6-9ed8-4b444333a1d0/Woodin-Hayley-2021-05?language=en-CA,British Columbia,"The Law Society of British Columbia issues Hayley Woodin a no-action letter dated May 26, 2021. The letter allows an online platform for cohabitation, prenuptial and post-nuptial agreements using a guided expert system and document assembly system, subject to reporting, disclosure and sandbox conditions.",https://safelegalai.com/regulation/enforcement/reg-ca-bc-2021-05-26-hayley-woodin,fetched-and-read
